Flat,6
Circle,5
Flat,1
Circle,2
Flat,3
Circle,1
Flat,0
Circle,1
Flat,0
Circle,12
Flat,6
Circle,3
Flat,1
Circle,3
Flat,4
Circle,2
Flat,6
Circle,3
