TimeSinceStart,TrialNo,TrialID,ParticipantID,ExperimentSequence,Layout,Difficulty,TrialState,CameraPosition.x,CameraPosition.y,CameraPosition.z,CameraEulerAngles.x,CameraEulerAngles.y,CameraEulerAngles.z,MainControllerPosition.x,MainControllerPosition.y,MainControllerPosition.z,MainControllerEulerAngles.x,MainControllerEulerAngles.y,MainControllerEulerAngles.z
49.73111,1,Training,1,1,Flat,5,selectCards,0.4325852,0.1278235,-1.417026,354.3679,224.2801,358.4957,0.3711364,0.3078928,-1.419352,358.1914,253.3868,15.59673
49.74222,1,Training,1,1,Flat,5,selectCards,0.4338273,0.1260695,-1.41271,353.9489,224.6217,358.8343,0.3738217,0.3066788,-1.414148,357.6058,253.7816,15.4201
49.75333,1,Training,1,1,Flat,5,selectCards,0.4349491,0.1242362,-1.408294,353.5548,224.9917,359.1667,0.3767979,0.3052498,-1.408768,357.069,254.2856,15.16431
49.76445,1,Training,1,1,Flat,5,selectCards,0.4361817,0.1224265,-1.403792,353.2254,225.3323,359.5777,0.37923,0.3039409,-1.403296,356.5836,254.7996,14.89512
49.77556,1,Training,1,1,Flat,5,selectCards,0.4375473,0.1204272,-1.39911,352.9379,225.6231,0.02325607,0.3824074,0.3024082,-1.398346,356.1686,255.2835,14.73165
49.78667,1,Training,1,1,Flat,5,selectCards,0.4387985,0.1184674,-1.394415,352.6034,225.8755,0.535246,0.3851347,0.3008578,-1.393048,355.7967,255.7125,14.64233
49.79778,1,Training,1,1,Flat,5,selectCards,0.4400633,0.1170844,-1.389884,352.081,225.9987,1.223991,0.3881292,0.2990366,-1.388332,355.5771,256.0634,14.63437
49.80889,1,Training,1,1,Flat,5,selectCards,0.4403353,0.1186517,-1.387497,350.8015,225.6053,2.665827,0.3914304,0.2971936,-1.383274,355.4746,256.4126,14.64977
49.82,1,Training,1,1,Flat,5,selectCards,0.4413427,0.121698,-1.389705,347.4823,226.857,359.9458,0.3950236,0.2955658,-1.378165,355.6642,256.6135,15.02687
49.83111,1,Training,1,1,Flat,5,selectCards,0.4416929,0.1221094,-1.389154,346.2572,226.2652,1.120478,0.3980974,0.294263,-1.373267,355.8419,256.7589,15.51014
49.84222,1,Training,1,1,Flat,5,selectCards,0.4404669,0.1206739,-1.385209,344.976,224.7087,2.14062,0.4009199,0.2929977,-1.367876,355.523,257.18,15.3763
49.85334,1,Training,1,1,Flat,5,selectCards,0.4420633,0.1198403,-1.382869,344.6082,225.1928,1.01087,0.403591,0.2931503,-1.362332,354.8512,257.8865,14.71119
49.86444,1,Training,1,1,Flat,5,selectCards,0.4441156,0.118371,-1.38236,342.9795,225.7281,0.3454335,0.4059649,0.2929869,-1.356961,354.3488,258.8854,13.94127
49.87556,1,Training,1,1,Flat,5,selectCards,0.4446481,0.1185614,-1.380661,341.6625,225.4724,359.6818,0.4086467,0.2923765,-1.351494,353.9409,260.0258,13.35982
49.88667,1,Training,1,1,Flat,5,selectCards,0.4460262,0.1193723,-1.37921,340.4333,225.7334,359.5015,0.4115821,0.2917112,-1.346776,353.5848,260.7267,13.67939
49.89778,1,Training,1,1,Flat,5,selectCards,0.4469857,0.1201433,-1.377445,338.8766,225.7729,359.6341,0.4148726,0.2903639,-1.342828,353.4609,261.0768,14.90931
49.90889,1,Training,1,1,Flat,5,selectCards,0.4479564,0.1204313,-1.374899,338.0448,225.3461,359.8967,0.4180697,0.2892077,-1.339371,353.5646,261.1881,15.57228
49.92,1,Training,1,1,Flat,5,selectCards,0.4497108,0.1205605,-1.372593,337.9239,225.1103,0.1503301,0.4208921,0.2880083,-1.336045,353.7381,261.3161,15.3342
49.93111,1,Training,1,1,Flat,5,selectCards,0.4520627,0.12039,-1.370901,337.8796,225.5344,359.6656,0.4239457,0.286569,-1.332748,353.8238,261.6889,14.71885
49.94222,1,Training,1,1,Flat,5,selectCards,0.4544652,0.1202864,-1.368587,337.9291,225.768,359.575,0.4272937,0.2853062,-1.329211,353.8455,262.1919,14.46741
49.95333,1,Training,1,1,Flat,5,selectCards,0.4566367,0.1198576,-1.366222,337.8841,225.9592,359.9178,0.4307721,0.2838987,-1.3262,354.1017,262.7344,14.56072
49.96445,1,Training,1,1,Flat,5,selectCards,0.4584618,0.1197531,-1.364025,338.2509,226.3113,0.1405156,0.4338495,0.2822978,-1.323679,354.5477,263.2502,14.94062
