Flat,5
Circle,12
Flat,3
Circle,2
Flat,3
Circle,2
Flat,2
Circle,2
Flat,2
Circle,1
Flat,2
Circle,3
Flat,0
Circle,6
Flat,4
Circle,2
Flat,1
Circle,2
