6,10,15,25,35
0,6,16,20,34
1,11,16,26,34
1,21,23,26,28
0,9,14,29,34
4,6,13,21,35
8,10,18,24,28
5,10,15,24,33
11,14,21,28,31
5,9,12,30,34
