Circle,12
Flat,4
Circle,7
Flat,0
Circle,6
Flat,0
Circle,3
Flat,2
Circle,11
Flat,4
Circle,6
Flat,4
Circle,10
Flat,1
Circle,10
Flat,2
Circle,0
Flat,5
