Layout,Error
Flat,8
Circle,1
Flat,4
Circle,2
Flat,2
Circle,0
Flat,5
Circle,5
Flat,5
Circle,0
Flat,9
Circle,1
Flat,7
Circle,0
Flat,5
Circle,0
Flat,3
Circle,0
