Flat,7
Circle,4
Flat,1
Circle,2
Flat,0
Circle,7
Flat,2
Circle,3
Flat,1
Circle,3
Flat,12
Circle,17
Flat,3
Circle,5
Flat,5
Circle,5
Flat,2
Circle,4
,
Flat,33
Circle,50
